,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_MAN_AT_ARMS,UNIT_LINE_INFANTRY,UNIT_TREBUCHET,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_AMERICAN_ROUGH_RIDER,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_PORTUGUESE_NAU
UNIT_IRONCLAD, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.85, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 25.00, 25.00, 25.00, 20.00, 16.66, 16.66, 12.50, 16.66, 20.00, 16.66, 100.00, 16.66, 12.50, 12.50, 14.29, 10.85, 11.11, 7.69, 100.00, 11.11, 11.11, 5.46, 5.31, 4.73, 10.85, 4.73, 9.09, 7.69, 100.00, 7.27, 3.17, 2.53, 3.17, 2.86, 2.86, 4.23, 3.74, 2.75, 1.86, 1.26, 1.00, 1.00, 100.00, 1.00, 3.81, 100.00, 0.25, 0.69, 0.69, 0.88, 0.40, 0.59, 0.59, 0.69, 0.31, 0.04, 0.04, 0.08, 82.58, 0.52, 1.44, 0.31, 0.28, 0.20, 0.31, 0.23, 82.58, 0.03, 0.06, 0.24, 0.31, 0.14, 7.27, 1.44, 5.26, 16.66, 2.86, 4.23, 1.59, 14.29, 11.11, 12.50, 12.50, 0.54, 7.27, 3.81, 2.45, 1.94, 7.14, 5.46, 3.17, 25.00, 1.33, 100.00, 3.17, 100.00, 14.29, 6.42, 1.59, 0.03, 100.00, 1.86, 5.23, 1.44, 11.11, 3.17, 11.11, 4.23, 12.50, 2.20, 1.59, 1.26, 16.66, 20.00, 100.00, 1.86, 9.09, 4.73, 20.00, 7.69, 5.46, 25.00, 100.00, 25.00, 3.17
UNIT_RANGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.09, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.39, 11.11, 16.39, 11.11, 8.90, 6.12, 4.25, 7.14, 11.87, 10.53, 100.00, 10.53, 6.21, 5.72, 7.14, 4.09, 4.80, 10.00, 100.00, 5.30, 5.00, 2.20, 1.78, 1.91, 4.09, 1.91, 3.89, 2.70, 100.00, 2.80, 1.27, 1.00, 0.88, 2.35, 0.63, 0.95, 0.77, 0.81, 0.74, 0.50, 0.38, 0.39, 100.00, 0.26, 1.00, 100.00, 0.13, 0.27, 0.49, 0.16, 0.09, 0.13, 0.13, 0.27, 0.17, 0.05, 0.05, 0.08, 130.61, 0.20, 0.41, 0.12, 0.17, 0.07, 0.17, 0.16, 130.61, 0.04, 0.06, 0.08, 0.17, 0.12, 2.80, 0.59, 5.33, 10.53, 0.63, 3.48, 0.63, 5.88, 4.80, 5.72, 6.21, 0.25, 2.80, 1.00, 0.66, 0.43, 2.66, 2.20, 1.27, 16.39, 0.45, 100.00, 1.27, 100.00, 5.88, 2.61, 0.63, 0.03, 100.00, 0.74, 2.06, 0.59, 4.00, 1.27, 4.80, 0.95, 4.25, 0.87, 0.63, 0.50, 6.66, 11.87, 100.00, 0.74, 5.00, 1.91, 9.06, 3.20, 2.20, 16.39, 100.00, 19.10, 0.88
UNIT_OBSERVATION_BALLOON, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01
UNIT_BIPLANE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 35.33, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 70.66, 52.00, 68.66, 51.00, 52.00, 52.00, 42.00, 35.33, 70.66, 54.00, 100.00, 54.00, 44.00, 42.00, 34.33, 37.33, 37.33, 22.00, 100.00, 34.33, 22.00, 24.50, 16.65, 21.53, 37.33, 21.53, 18.66, 13.11, 100.00, 28.77, 16.22, 12.53, 14.76, 10.79, 9.82, 12.11, 10.09, 7.31, 7.41, 5.06, 4.49, 5.60, 100.00, 4.00, 7.92, 100.00, 1.00, 3.97, 2.88, 0.00, 0.00, 2.20, 2.20, 3.97, 1.70, 0.21, 0.14, 0.69, 0.00, 1.72, 6.75, 0.00, 1.60, 0.94, 1.70, 0.90, 0.00, 0.07, 0.41, 0.00, 1.70, 0.88, 28.77, 7.73, 14.50, 54.00, 8.85, 13.11, 7.42, 26.00, 37.33, 42.00, 44.00, 2.92, 28.77, 8.89, 5.50, 6.51, 13.50, 24.50, 14.76, 68.66, 3.71, 100.00, 16.22, 100.00, 26.00, 24.24, 7.42, 0.00, 100.00, 7.41, 20.46, 5.77, 17.66, 14.76, 37.33, 12.11, 42.00, 10.98, 7.42, 5.06, 27.00, 70.66, 100.00, 7.41, 21.00, 21.53, 54.00, 17.66, 20.76, 70.66, 100.00, 68.66, 14.76
UNIT_INFANTRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 20.00, 33.33, 20.00, 20.00, 20.00, 16.66, 7.14, 28.57, 20.00, 100.00, 22.22, 16.66, 14.28, 14.29, 12.50, 14.28, 7.14, 100.00, 14.29, 5.00, 8.65, 7.18, 7.27, 12.50, 7.27, 3.84, 6.25, 100.00, 11.66, 4.73, 3.88, 4.73, 3.08, 2.14, 2.63, 2.27, 1.59, 2.78, 1.86, 1.49, 1.44, 100.00, 1.44, 3.74, 100.00, 0.25, 1.00, 0.97, 0.83, 0.43, 0.61, 0.61, 1.20, 0.45, 0.05, 0.05, 0.09, 82.58, 0.38, 2.20, 0.45, 0.43, 0.25, 0.45, 0.40, 82.58, 0.03, 0.05, 0.27, 0.56, 0.21, 10.85, 2.20, 4.54, 20.00, 2.14, 3.57, 2.30, 6.25, 14.28, 14.28, 5.55, 0.78, 11.66, 1.89, 2.58, 1.59, 3.33, 8.65, 4.73, 33.33, 0.95, 100.00, 5.85, 100.00, 12.50, 9.34, 2.30, 0.03, 100.00, 2.78, 7.55, 2.20, 9.09, 4.73, 14.28, 2.63, 16.66, 3.17, 2.84, 1.86, 6.25, 25.00, 100.00, 2.78, 6.25, 7.27, 25.00, 3.57, 8.65, 33.33, 100.00, 33.33, 4.73
UNIT_ARTILLERY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.04, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 35.33, 21.00, 33.33, 20.00, 22.04, 22.04, 16.39, 13.50, 27.00, 24.22, 100.00, 24.22, 17.22, 13.59, 12.50, 11.45, 13.16, 17.66, 100.00, 12.50, 10.09, 6.41, 5.13, 4.70, 11.45, 4.70, 8.14, 6.00, 100.00, 7.93, 3.85, 3.11, 4.65, 5.31, 4.00, 5.00, 4.00, 2.16, 1.84, 1.25, 1.20, 1.41, 100.00, 1.45, 2.04, 100.00, 0.34, 1.02, 1.00, 0.90, 0.46, 0.65, 0.65, 1.02, 0.30, 0.11, 0.11, 0.11, 131.92, 0.23, 2.19, 0.45, 0.27, 0.29, 0.30, 0.25, 130.61, 0.07, 0.08, 0.27, 0.30, 0.17, 7.93, 2.00, 5.27, 24.22, 2.00, 4.26, 1.57, 5.55, 13.16, 13.59, 5.73, 0.75, 7.93, 1.26, 1.39, 1.64, 2.79, 6.41, 3.08, 33.33, 0.70, 100.00, 3.85, 100.00, 11.11, 6.48, 1.57, 0.04, 100.00, 1.84, 4.90, 1.47, 7.14, 3.08, 13.16, 2.50, 16.39, 2.77, 1.57, 1.25, 5.55, 27.00, 100.00, 1.84, 4.54, 4.70, 24.03, 3.38, 5.39, 35.33, 100.00, 33.33, 4.65
UNIT_BATTLESHIP, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 13.27, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 52.00, 35.33, 34.33, 35.33, 34.33, 24.03, 24.03, 18.19, 26.00, 27.00, 24.22, 100.00, 24.22, 18.19, 14.81, 25.00, 13.27, 14.93, 10.09, 100.00, 13.50, 17.66, 7.45, 6.06, 5.52, 13.27, 5.52, 15.29, 11.00, 100.00, 9.22, 4.50, 3.66, 3.61, 4.00, 3.20, 4.86, 3.89, 5.07, 2.16, 1.46, 1.46, 1.63, 100.00, 1.13, 6.13, 100.00, 8.72, 1.20, 1.11, 1.00, 0.45, 1.02, 1.02, 1.20, 0.35, 4.88, 4.70, 4.69, 131.92, 1.03, 2.30, 0.35, 0.32, 0.25, 0.63, 0.30, 131.92, 4.52, 4.45, 0.25, 0.63, 0.19, 9.22, 2.30, 6.88, 24.22, 3.20, 5.84, 1.82, 21.00, 14.93, 14.81, 18.19, 0.91, 9.22, 6.13, 4.14, 2.20, 11.11, 7.45, 3.61, 35.33, 2.76, 100.00, 4.50, 100.00, 21.00, 7.60, 1.82, 0.05, 100.00, 2.16, 5.71, 1.70, 15.29, 3.61, 14.93, 4.86, 16.39, 3.21, 2.46, 1.46, 26.00, 27.00, 100.00, 2.16, 10.09, 5.52, 24.03, 15.29, 6.26, 35.33, 100.00, 35.33, 3.61
UNIT_BRAZILIAN_MINAS_GERAES, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 24.03, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.66, 52.00, 51.00, 52.00, 51.00, 35.33, 35.33, 27.00, 34.33, 42.00, 35.33, 100.00, 35.33, 27.00, 25.00, 33.33, 24.03, 24.22, 13.50, 100.00, 21.00, 26.00, 14.93, 9.32, 11.64, 24.03, 11.64, 21.00, 15.29, 100.00, 18.19, 9.22, 7.45, 7.88, 6.88, 5.88, 7.14, 5.88, 10.71, 4.65, 3.12, 2.82, 3.21, 100.00, 2.47, 11.00, 100.00, 13.74, 2.30, 2.16, 2.20, 1.00, 2.04, 2.04, 2.30, 0.78, 5.54, 5.22, 5.23, 131.92, 2.01, 4.50, 0.78, 0.71, 0.55, 1.20, 0.45, 131.92, 4.93, 4.84, 0.54, 1.20, 0.35, 18.19, 4.50, 10.09, 35.33, 5.88, 8.14, 3.92, 34.33, 24.22, 25.00, 27.00, 1.71, 18.19, 11.00, 8.46, 4.86, 16.66, 14.93, 7.88, 52.00, 5.75, 100.00, 9.22, 100.00, 34.33, 14.81, 3.92, 0.07, 100.00, 4.65, 12.95, 3.61, 21.00, 7.88, 24.22, 7.14, 25.00, 6.62, 4.86, 3.12, 34.33, 42.00, 100.00, 4.65, 13.50, 11.64, 35.33, 21.00, 13.21, 52.00, 100.00, 52.00, 7.88
UNIT_SUBMARINE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 16.39, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.66, 42.00, 51.00, 40.00, 50.00, 25.00, 25.00, 22.04, 34.33, 35.33, 30.57, 100.00, 30.57, 24.03, 19.39, 33.33, 18.19, 20.55, 12.11, 100.00, 16.66, 21.00, 11.08, 7.44, 7.88, 18.19, 7.88, 17.66, 12.11, 100.00, 13.27, 6.62, 5.20, 5.52, 5.84, 4.86, 5.88, 5.00, 6.95, 3.12, 2.16, 2.03, 2.30, 100.00, 1.70, 7.48, 100.00, 0.45, 1.63, 1.54, 0.97, 0.49, 1.00, 1.00, 1.63, 0.51, 0.09, 0.09, 0.13, 131.92, 1.05, 2.47, 0.51, 0.48, 0.38, 0.51, 0.26, 130.61, 0.07, 0.09, 0.29, 0.51, 0.23, 13.27, 3.21, 7.14, 30.57, 4.86, 5.88, 2.66, 25.00, 20.55, 19.39, 22.04, 1.24, 13.27, 7.48, 5.33, 3.20, 14.29, 11.08, 5.52, 40.00, 3.60, 100.00, 6.62, 100.00, 25.00, 11.14, 2.66, 0.05, 100.00, 3.12, 8.70, 2.47, 16.66, 5.52, 20.55, 5.88, 22.04, 4.50, 2.66, 2.16, 25.00, 35.33, 100.00, 3.12, 11.11, 7.88, 27.00, 16.66, 9.64, 42.00, 100.00, 40.00, 5.52
UNIT_GERMAN_UBOAT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 16.39, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.66, 42.00, 51.00, 40.00, 50.00, 25.00, 25.00, 22.04, 34.33, 35.33, 30.57, 100.00, 30.57, 24.03, 19.39, 33.33, 18.19, 20.55, 12.11, 100.00, 16.66, 21.00, 11.08, 7.44, 7.88, 18.19, 7.88, 17.66, 12.11, 100.00, 13.27, 6.62, 5.20, 5.52, 5.84, 4.86, 5.88, 5.00, 6.95, 3.12, 2.16, 2.03, 2.30, 100.00, 1.70, 7.48, 100.00, 0.45, 1.63, 1.54, 0.97, 0.49, 1.00, 1.00, 1.63, 0.51, 0.09, 0.09, 0.13, 131.92, 1.05, 2.47, 0.51, 0.48, 0.38, 0.51, 0.26, 130.61, 0.07, 0.09, 0.29, 0.51, 0.23, 13.27, 3.21, 7.14, 30.57, 4.86, 5.88, 2.66, 25.00, 20.55, 19.39, 22.04, 1.24, 13.27, 7.48, 5.33, 3.20, 14.29, 11.08, 5.52, 40.00, 3.60, 100.00, 6.62, 100.00, 25.00, 11.14, 2.66, 0.05, 100.00, 3.12, 8.70, 2.47, 16.66, 5.52, 20.55, 5.88, 22.04, 4.50, 2.66, 2.16, 25.00, 35.33, 100.00, 3.12, 11.11, 7.88, 27.00, 16.66, 9.64, 42.00, 100.00, 40.00, 5.52
UNIT_AT_CREW, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 28.57, 20.00, 40.00, 20.00, 20.00, 20.00, 16.66, 7.14, 25.00, 25.00, 100.00, 20.00, 14.28, 18.18, 16.66, 11.66, 12.50, 7.14, 100.00, 14.29, 5.55, 6.83, 5.72, 9.48, 15.38, 9.48, 3.84, 6.25, 100.00, 10.85, 3.87, 3.12, 4.73, 3.08, 2.14, 2.63, 2.27, 1.59, 4.14, 2.76, 1.21, 1.20, 100.00, 1.44, 3.74, 100.00, 0.25, 0.83, 0.97, 0.83, 0.43, 0.61, 0.61, 1.00, 0.67, 0.05, 0.05, 0.09, 82.58, 0.38, 2.20, 0.45, 0.63, 0.25, 0.38, 0.40, 82.58, 0.03, 0.05, 0.27, 0.45, 0.30, 8.89, 1.77, 4.54, 18.18, 2.14, 3.57, 3.46, 6.25, 12.50, 18.18, 4.76, 0.64, 10.85, 1.89, 2.58, 1.59, 3.84, 6.83, 7.09, 33.33, 0.95, 100.00, 4.73, 100.00, 12.50, 11.40, 3.46, 0.03, 100.00, 4.14, 10.23, 3.24, 9.09, 7.09, 12.50, 2.63, 16.66, 2.64, 2.30, 2.76, 6.25, 22.22, 100.00, 4.14, 6.25, 9.48, 22.22, 3.57, 10.98, 28.57, 100.00, 28.57, 4.73
UNIT_TANK, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 50.00, 33.33, 50.00, 25.00, 33.33, 33.33, 25.00, 20.00, 28.57, 33.33, 100.00, 25.00, 25.00, 25.00, 20.00, 20.00, 20.00, 20.00, 100.00, 20.00, 14.29, 14.28, 12.45, 12.50, 20.00, 12.50, 12.50, 9.09, 100.00, 13.22, 10.85, 8.65, 10.85, 9.09, 6.66, 7.69, 7.14, 5.26, 6.20, 4.08, 3.23, 3.17, 100.00, 3.17, 5.88, 100.00, 0.59, 2.20, 3.33, 2.86, 1.28, 1.94, 1.94, 1.48, 1.00, 0.13, 0.12, 0.22, 82.58, 1.14, 4.73, 1.00, 0.93, 0.65, 1.00, 1.20, 82.58, 0.05, 0.13, 0.79, 0.67, 0.45, 16.66, 4.73, 14.29, 33.33, 6.66, 11.11, 5.23, 20.00, 20.00, 25.00, 25.00, 1.70, 13.22, 5.88, 4.54, 5.26, 10.00, 14.28, 10.85, 50.00, 3.20, 100.00, 7.09, 100.00, 20.00, 14.28, 5.23, 0.05, 100.00, 6.20, 14.28, 4.73, 14.29, 10.85, 20.00, 7.69, 25.00, 7.27, 3.46, 4.08, 20.00, 33.33, 100.00, 6.20, 16.66, 12.50, 40.00, 11.11, 14.28, 50.00, 100.00, 33.33, 10.85
UNIT_FIGHTER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 70.66, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 204.00, 204.00, 102.00, 204.00, 102.00, 104.00, 104.00, 104.00, 52.00, 104.00, 104.00, 100.00, 104.00, 104.00, 102.00, 51.00, 70.66, 70.66, 52.00, 100.00, 52.00, 52.00, 54.00, 37.33, 52.00, 70.66, 52.00, 35.33, 27.00, 100.00, 70.66, 44.00, 37.33, 42.00, 22.00, 21.00, 26.00, 21.00, 18.66, 30.57, 27.00, 15.19, 25.62, 100.00, 23.66, 18.66, 100.00, 4.73, 17.74, 9.14, 0.00, 0.00, 11.09, 11.09, 17.74, 7.43, 1.00, 0.67, 2.01, 0.99, 7.67, 29.00, 0.00, 7.16, 4.55, 8.51, 5.19, 0.00, 0.45, 1.59, 0.00, 8.51, 3.61, 70.66, 29.00, 35.33, 104.00, 21.00, 27.00, 30.57, 52.00, 70.66, 102.00, 104.00, 12.53, 70.66, 18.66, 14.50, 17.66, 34.33, 54.00, 42.00, 204.00, 14.50, 100.00, 44.00, 100.00, 52.00, 52.00, 30.57, 0.00, 100.00, 30.57, 52.00, 27.00, 35.33, 42.00, 70.66, 26.00, 102.00, 37.33, 32.57, 27.00, 52.00, 104.00, 100.00, 30.57, 52.00, 52.00, 104.00, 35.33, 52.00, 204.00, 100.00, 204.00, 42.00
UNIT_AMERICAN_P51, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 70.66, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 204.00, 204.00, 102.00, 204.00, 102.00, 104.00, 104.00, 104.00, 52.00, 104.00, 104.00, 100.00, 104.00, 104.00, 102.00, 51.00, 70.66, 70.66, 52.00, 100.00, 52.00, 52.00, 54.00, 37.33, 52.00, 70.66, 52.00, 35.33, 27.00, 100.00, 70.66, 44.00, 37.33, 42.00, 22.00, 21.00, 26.00, 21.00, 18.66, 30.57, 27.00, 15.19, 26.01, 100.00, 24.03, 18.66, 100.00, 7.09, 19.71, 9.14, 0.00, 0.00, 11.09, 11.09, 19.71, 8.27, 1.48, 1.00, 3.21, 2.39, 7.88, 29.00, 0.00, 7.93, 5.50, 9.47, 5.33, 0.00, 0.67, 1.65, 0.00, 9.47, 4.00, 70.66, 29.00, 35.33, 104.00, 21.00, 27.00, 30.57, 52.00, 70.66, 102.00, 104.00, 13.69, 70.66, 18.66, 14.50, 17.66, 34.33, 54.00, 42.00, 204.00, 14.50, 100.00, 44.00, 100.00, 52.00, 52.00, 30.57, 0.00, 100.00, 30.57, 52.00, 27.00, 35.33, 42.00, 70.66, 26.00, 102.00, 37.33, 32.57, 27.00, 52.00, 104.00, 100.00, 30.57, 52.00, 52.00, 104.00, 35.33, 52.00, 204.00, 100.00, 204.00, 42.00
UNIT_BOMBER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 46.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 106.00, 110.00, 55.00, 106.00, 53.00, 72.66, 72.66, 56.00, 38.33, 76.66, 76.66, 100.00, 76.66, 60.00, 56.00, 36.33, 50.00, 50.00, 30.00, 100.00, 36.33, 30.00, 38.57, 28.03, 31.00, 50.00, 31.00, 25.00, 17.50, 100.00, 43.33, 31.97, 28.03, 28.00, 16.11, 14.11, 15.50, 14.11, 14.09, 17.99, 12.53, 12.25, 13.92, 100.00, 12.15, 12.09, 100.00, 1.44, 10.53, 9.00, 0.00, 0.00, 8.00, 8.00, 10.53, 4.50, 0.50, 0.31, 1.00, 0.00, 6.18, 16.86, 0.00, 4.23, 6.16, 4.50, 3.60, 0.00, 0.18, 0.46, 0.00, 4.50, 2.53, 43.33, 18.95, 21.66, 76.66, 13.11, 17.50, 17.21, 36.33, 50.00, 56.00, 60.00, 8.40, 43.33, 14.09, 10.14, 12.09, 19.66, 38.57, 28.00, 106.00, 10.14, 100.00, 31.97, 100.00, 36.33, 32.57, 17.21, 0.00, 100.00, 17.99, 32.57, 14.27, 23.00, 28.00, 50.00, 15.50, 56.00, 25.40, 17.21, 12.53, 38.33, 76.66, 100.00, 17.99, 28.00, 31.00, 76.66, 23.00, 32.57, 110.00, 100.00, 106.00, 28.00
